"Election_Type","State_Name","Assembly_No","Constituency_No","Year","month","Poll_No","DelimID","Position","Candidate","Sex","Party","Votes","Candidate_Type","Valid_Votes","Electors","Constituency_Name","Constituency_Type","Sub_Region","N_Cand","Turnout_Percentage","Vote_Share_Percentage","Deposit_Lost","Margin","Margin_Percentage","ENOP","pid","Party_Type_TCPD","Party_ID","last_poll","Contested","Last_Party","Last_Party_ID","Last_Constituency_Name","Same_Constituency","Same_Party","No_Terms","Turncoat","Incumbent","Recontest","Age","District_Name","PC_Name","PC_No","CandID","MyNeta_education","TCPD_Prof_Main","TCPD_Prof_Main_Desc","TCPD_Prof_Second","TCPD_Prof_Second_Desc"
"AE","Uttar_Pradesh","17","1","2017","3","0","4","1","NARESH SAINI","M","INC","97035","GEN","252559","336576","BEHAT","GEN","WEST","13","75.04","38.42","no","25586","10.13","3.23","AEUP102026","","3482","TRUE","1","","","","","","1","FALSE","FALSE","FALSE","53","SAHARANPUR","","","","Post Graduate","Agriculture","","",""
"AE","Uttar_Pradesh","17","1","2017","3","0","4","2","MAHAVEER SINGH RANA","M","BJP","71449","GEN","252559","336576","BEHAT","GEN","WEST","13","75.04","28.29","no","430","0.17","3.23","AEUP100218","","1605","TRUE","3","BSP","16651","BEHAT","TRUE","FALSE","2","TRUE","TRUE","TRUE","55","SAHARANPUR","","","","Graduate Professional","Business","","Agriculture",""
"AE","Uttar_Pradesh","17","1","2017","3","0","4","3","MOHD. IQBAL","M","BSP","71019","GEN","252559","336576","BEHAT","GEN","WEST","13","75.04","28.12","no","66832","26.46","3.23","AEUP102028","","16651","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","52","SAHARANPUR","","","","Literate","Business","","Agriculture",""
"AE","Uttar_Pradesh","17","1","2017","3","0","4","4","RANA ADITYA PRATAP SINGH","M","IND","4187","GEN","252559","336576","BEHAT","GEN","WEST","13","75.04","1.66","yes","2611","1.03","3.23","AEUP100220","","10809","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","49","SAHARANPUR","","","","12th Pass","Agriculture","","",""
"AE","Uttar_Pradesh","17","1","2017","3","0","4","5","None of the Above","","NOTA","1576","","252559","336576","BEHAT","GEN","WEST","13","75.04","0.62","yes","321","0.13","3.23","","","5897","TRUE","","","","","","","","","FALSE","FALSE","","SAHARANPUR","","","","","","","",""
"AE","Uttar_Pradesh","17","1","2017","3","0","4","6","KAMRAN ALI","M","BHASP","1255","GEN","252559","336576","BEHAT","GEN","WEST","13","75.04","0.5","yes","105","0.04","3.23","AEUP100221","","1879","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","37","SAHARANPUR","","","","","","","",""
"AE","Uttar_Pradesh","17","1","2017","3","0","4","7","ARUN","M","RLD","1150","GEN","252559","336576","BEHAT","GEN","WEST","13","75.04","0.46","yes","37","0.01","3.23","AEUP102031","","12169","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","38","SAHARANPUR","","","","12th Pass","Agriculture","","",""
"AE","Uttar_Pradesh","17","1","2017","3","0","4","8","HARDHYAN","M","IND","1113","SC","252559","336576","BEHAT","GEN","WEST","13","75.04","0.44","yes","168","0.07","3.23","AEUP100223","","10809","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","39","SAHARANPUR","","","","5th Pass","Labourer or Daily Wage","","",""
"AE","Uttar_Pradesh","17","1","2017","3","0","4","9","GOPAL SINGH","M","IND","945","GEN","252559","336576","BEHAT","GEN","WEST","13","75.04","0.37","yes","135","0.05","3.23","AEUP102033","","10809","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","32","SAHARANPUR","","","","10th Pass","Other or Unspecified","","",""
"AE","Uttar_Pradesh","17","1","2017","3","0","4","10","KRISHNA KUMAR","M","IND","810","SC","252559","336576","BEHAT","GEN","WEST","13","75.04","0.32","yes","151","0.06","3.23","AEUP100225","","10809","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","35","SAHARANPUR","","","","","","","",""
"AE","Uttar_Pradesh","17","1","2017","3","0","4","11","KALYAN SINGH","M","IND","659","GEN","252559","336576","BEHAT","GEN","WEST","13","75.04","0.26","yes","42","0.02","3.23","AEUP102035","","10809","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","45","SAHARANPUR","","","","","","","",""
"AE","Uttar_Pradesh","17","1","2017","3","0","4","12","LOKESH VERMA","M","BHATARSP","617","GEN","252559","336576","BEHAT","GEN","WEST","13","75.04","0.24","yes","192","0.08","3.23","AEUP100227","","2053","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","34","SAHARANPUR","","","","","","","",""
"AE","Uttar_Pradesh","17","1","2017","3","0","4","13","SAKEEM KHAN","M","BMUP","425","GEN","252559","336576","BEHAT","GEN","WEST","13","75.04","0.17","yes","106","0.04","3.23","AEUP102037","","1074","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","42","SAHARANPUR","","","","","","","",""
"AE","Uttar_Pradesh","17","1","2017","3","0","4","14","KARM SINGH","M","IND","319","GEN","252559","336576","BEHAT","GEN","WEST","13","75.04","0.13","yes","0","0","3.23","AEUP100229","","10809","TRUE","3","PSP","6168","SHAYM DEURWA","FALSE","FALSE","0","FALSE","FALSE","FALSE","57","SAHARANPUR","","","","","","","",""
"AE","Uttar_Pradesh","17","2","2017","3","0","4","1","DR.DHARAM SINGH SAINI","M","BJP","94375","GEN","255532","329580","NAKUR","GEN","WEST","11","77.53","36.93","no","4057","1.59","3.03","AEUP102039","","1605","TRUE","2","BSP","16651","NAKUR","TRUE","FALSE","2","TRUE","TRUE","TRUE","60","SAHARANPUR","","","","Graduate Professional","Government","Government Employee","Small Business or Self-employed",""
"AE","Uttar_Pradesh","17","2","2017","3","0","4","2","IMRAN MASOOD","M","INC","90318","GEN","255532","329580","NAKUR","GEN","WEST","11","77.53","35.35","no","24990","9.78","3.03","AEUP100231","","3482","TRUE","2","INC","3482","NAKUR","TRUE","TRUE","0","FALSE","FALSE","TRUE","46","SAHARANPUR","","","","12th Pass","Labourer or Daily Wage","","Agriculture",""
"AE","Uttar_Pradesh","17","2","2017","3","0","4","3","NAVEEN CHOUDHARY","M","BSP","65328","GEN","255532","329580","NAKUR","GEN","WEST","11","77.53","25.57","no","64096","25.08","3.03","AEUP102041","","16651","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","38","SAHARANPUR","","","","Graduate Professional","Liberal Profession or Professional","Lawyer","Agriculture",""
"AE","Uttar_Pradesh","17","2","2017","3","0","4","4","None of the Above","","NOTA","1232","","255532","329580","NAKUR","GEN","WEST","11","77.53","0.48","yes","288","0.11","3.03","","","5897","TRUE","","","5897","","","","","","FALSE","FALSE","","SAHARANPUR","","","","","","","",""
"AE","Uttar_Pradesh","17","2","2017","3","0","4","5","KAMAL GARG","M","IND","944","GEN","255532","329580","NAKUR","GEN","WEST","11","77.53","0.37","yes","130","0.05","3.03","AEUP102042","","10809","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","43","SAHARANPUR","","","","Graduate","Business","","",""
"AE","Uttar_Pradesh","17","2","2017","3","0","4","6","VIJAYPAL SINGH","M","IND","814","GEN","255532","329580","NAKUR","GEN","WEST","11","77.53","0.32","yes","1","0","3.03","AEUP100234","","10809","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","56","SAHARANPUR","","","","","","","",""
"AE","Uttar_Pradesh","17","2","2017","3","0","4","7","RAJPAL SINGH","M","IND","813","GEN","255532","329580","NAKUR","GEN","WEST","11","77.53","0.32","yes","30","0.01","3.03","AEUP102044","","10809","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","59","SAHARANPUR","","","","5th Pass","Social Work","","",""
"AE","Uttar_Pradesh","17","2","2017","3","0","4","8","RAMKUMAR","M","RLD","783","GEN","255532","329580","NAKUR","GEN","WEST","11","77.53","0.31","yes","488","0.19","3.03","AEUP100236","","12169","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","30","SAHARANPUR","","","","8th Pass","Agriculture","","",""
"AE","Uttar_Pradesh","17","2","2017","3","0","4","9","PARVESH KUMAR","M","ASP","295","GEN","255532","329580","NAKUR","GEN","WEST","11","77.53","0.12","yes","50","0.02","3.03","AEUP102046","","9011","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","40","SAHARANPUR","","","","","","","",""
"AE","Uttar_Pradesh","17","2","2017","3","0","4","10","INDU","F","IND","245","GEN","255532","329580","NAKUR","GEN","WEST","11","77.53","0.1","yes","0","0","3.03","AEUP100238","","10809","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","45","SAHARANPUR","","","","8th Pass","Other or Unspecified","Household","",""
"AE","Uttar_Pradesh","17","2","2017","3","0","4","11","RAJIV SAINI","M","BMUP","245","GEN","255532","329580","NAKUR","GEN","WEST","11","77.53","0.1","yes","105","0.04","3.03","AEUP102048","","1074","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","41","SAHARANPUR","","","","","","","",""
"AE","Uttar_Pradesh","17","2","2017","3","0","4","12","ARVIND","M","IND","140","SC","255532","329580","NAKUR","GEN","WEST","11","77.53","0.05","yes","0","0","3.03","AEUP100240","","10809","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","37","SAHARANPUR","","","","10th Pass","Labourer or Daily Wage","","",""
"AE","Uttar_Pradesh","17","3","2017","3","0","4","1","SANJAY GARG","M","SP","127210","GEN","272509","393564","SAHARANPUR NAGAR","GEN","WEST","14","69.24","46.68","no","4636","1.7","2.38","AEUP102050","","7425","TRUE","5","BSP","16651","SAHARANPUR NAGAR","TRUE","FALSE","2","TRUE","FALSE","TRUE","59","SAHARANPUR","","","","Graduate Professional","Business","Rent","Retired or Pension",""
"AE","Uttar_Pradesh","17","3","2017","3","0","4","2","RAJIV GUMBER","M","BJP","122574","GEN","272509","393564","SAHARANPUR NAGAR","GEN","WEST","14","69.24","44.98","no","105224","38.61","2.38","AEUP100242","","1605","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","47","SAHARANPUR","","","","12th Pass","Business","","",""
"AE","Uttar_Pradesh","17","3","2017","3","0","4","3","MUKESH DIXIT","M","BSP","17350","GEN","272509","393564","SAHARANPUR NAGAR","GEN","WEST","14","69.24","6.37","yes","16416","6.02","2.38","AEUP102052","","16651","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","47","SAHARANPUR","","","","12th Pass","Politics","Party Worker","Social Work",""
"AE","Uttar_Pradesh","17","3","2017","3","0","4","4","BHOORA MALIK","M","RLD","934","GEN","272509","393564","SAHARANPUR NAGAR","GEN","WEST","14","69.24","0.34","yes","241","0.09","2.38","AEUP110244","","12169","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","40","SAHARANPUR","","","","Illiterate","Labourer or Daily Wage","","",""
"AE","Uttar_Pradesh","17","3","2017","3","0","4","5","TALAT KHAN","F","AIMIM","693","GEN","272509","393564","SAHARANPUR NAGAR","GEN","WEST","14","69.24","0.25","yes","18","0.01","2.38","AEUP102054","","706","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","58","SAHARANPUR","","","","","","","",""
"AE","Uttar_Pradesh","17","3","2017","3","0","4","6","None of the Above","","NOTA","675","","272509","393564","SAHARANPUR NAGAR","GEN","WEST","14","69.24","0.25","yes","81","0.03","2.38","","","5897","TRUE","","","5897","","","","","","FALSE","FALSE","","SAHARANPUR","","","","","","","",""
"AE","Uttar_Pradesh","17","3","2017","3","0","4","7","SHABNAM","F","IND","594","GEN","272509","393564","SAHARANPUR NAGAR","GEN","WEST","14","69.24","0.22","yes","100","0.04","2.38","AEUP200563","","10809","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","26","SAHARANPUR","","","","","","","",""
"AE","Uttar_Pradesh","17","3","2017","3","0","4","8","ZAINUL AABIDEEN SIDDIQUI","M","PBI","494","GEN","272509","393564","SAHARANPUR NAGAR","GEN","WEST","14","69.24","0.18","yes","85","0.03","2.38","AEUP100247","","6211","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","48","SAHARANPUR","","","","","","","",""
"AE","Uttar_Pradesh","17","3","2017","3","0","4","9","ROSHAN SINGH","M","IND","409","GEN","272509","393564","SAHARANPUR NAGAR","GEN","WEST","14","69.24","0.15","yes","23","0.01","2.38","AEUP102057","","10809","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","26","SAHARANPUR","","","","Graduate Professional","Small Business or Self-employed","Shop Keeper","",""
"AE","Uttar_Pradesh","17","3","2017","3","0","4","10","BHARAT RAJ","M","BMUP","386","SC","272509","393564","SAHARANPUR NAGAR","GEN","WEST","14","69.24","0.14","yes","100","0.04","2.38","AEUP100249","","1074","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","34","SAHARANPUR","","","","","","","",""
"AE","Uttar_Pradesh","17","3","2017","3","0","4","11","SHIV KUMAR GUPTA","M","IND","286","GEN","272509","393564","SAHARANPUR NAGAR","GEN","WEST","14","69.24","0.1","yes","21","0.01","2.38","AEUP102059","","10809","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","62","SAHARANPUR","","","","8th Pass","Labourer or Daily Wage","","",""
"AE","Uttar_Pradesh","17","3","2017","3","0","4","12","SHIV KUMAR","M","SWAJANPA","265","SC","272509","393564","SAHARANPUR NAGAR","GEN","WEST","14","69.24","0.1","yes","10","0","2.38","AEUP100251","","8202","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","44","SAHARANPUR","","","","","","","",""
"AE","Uttar_Pradesh","17","3","2017","3","0","4","13","VINAY DHIMAN","M","OP","255","GEN","272509","393564","SAHARANPUR NAGAR","GEN","WEST","14","69.24","0.09","yes","32","0.01","2.38","AEUP102061","","5941","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","38","SAHARANPUR","","","","","","","",""
"AE","Uttar_Pradesh","17","3","2017","3","0","4","14","RAVINDER ARORA","M","SHS","223","GEN","272509","393564","SAHARANPUR NAGAR","GEN","WEST","14","69.24","0.08","yes","62","0.02","2.38","AEUP100253","","18691","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","51","SAHARANPUR","","","","","","","",""
"AE","Uttar_Pradesh","17","3","2017","3","0","4","15","MOHD.MURSLEEN","M","IND","161","GEN","272509","393564","SAHARANPUR NAGAR","GEN","WEST","14","69.24","0.06","yes","0","0","2.38","AEUP102063","","10809","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","29","SAHARANPUR","","","","Graduate Professional","Liberal Profession or Professional","Lawyer","",""
"AE","Uttar_Pradesh","17","4","2017","3","0","4","1","MASOOD AKHTAR","M","INC","87689","GEN","237468","317413","SAHARANPUR","GEN","WEST","13","74.81","36.93","no","12324","5.19","3.33","AEUP111255","","3482","TRUE","1","","","","","","1","FALSE","FALSE","FALSE","54","SAHARANPUR","","","","Graduate","Business","","Agriculture",""
"AE","Uttar_Pradesh","17","4","2017","3","0","4","2","JAGPAL SINGH","M","BSP","75365","SC","237468","317413","SAHARANPUR","GEN","WEST","13","74.81","31.74","no","16613","7","3.33","AEUP102065","","16651","TRUE","2","SP","7425","SARSAWA","FALSE","FALSE","0","TRUE","FALSE","FALSE","58","SAHARANPUR","","","","12th Pass","Business","","Agriculture",""
"AE","Uttar_Pradesh","17","4","2017","3","0","4","3","MANOJ CHAUDHARY","M","BJP","58752","GEN","237468","317413","SAHARANPUR","GEN","WEST","13","74.81","24.74","no","47802","20.13","3.33","AEUP111297","","1605","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","44","SAHARANPUR","","","","12th Pass","Politics","Party Worker","Agriculture",""
"AE","Uttar_Pradesh","17","4","2017","3","0","4","4","SAAD ALI KHAN","M","IND","10950","GEN","237468","317413","SAHARANPUR","GEN","WEST","13","74.81","4.61","yes","9982","4.2","3.33","AEUP102067","","10809","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","33","SAHARANPUR","","","","Post Graduate","Business","","Agriculture",""
"AE","Uttar_Pradesh","17","4","2017","3","0","4","5","None of the Above","","NOTA","968","","237468","317413","SAHARANPUR","GEN","WEST","13","74.81","0.41","yes","146","0.06","3.33","","","5897","TRUE","","","5897","","","","","","FALSE","FALSE","","SAHARANPUR","","","","","","","",""
"AE","Uttar_Pradesh","17","4","2017","3","0","4","6","AYYUB HASAN","M","RLD","822","GEN","237468","317413","SAHARANPUR","GEN","WEST","13","74.81","0.35","yes","48","0.02","3.33","AEUP102068","","12169","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","60","SAHARANPUR","","","","8th Pass","Business","","",""
"AE","Uttar_Pradesh","17","4","2017","3","0","4","7","AMJAD ALI","M","LD","774","GEN","237468","317413","SAHARANPUR","GEN","WEST","13","74.81","0.33","yes","178","0.07","3.33","AEUP100260","","4996","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","33","SAHARANPUR","","","","","","","",""
"AE","Uttar_Pradesh","17","4","2017","3","0","4","8","SHABNOOR BEGUM","F","IND","596","GEN","237468","317413","SAHARANPUR","GEN","WEST","13","74.81","0.25","yes","197","0.08","3.33","AEUP200570","","10809","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","39","SAHARANPUR","","","","","","","",""
"AE","Uttar_Pradesh","17","4","2017","3","0","4","9","VIKRAM SAINI","M","IND","399","GEN","237468","317413","SAHARANPUR","GEN","WEST","13","74.81","0.17","yes","23","0.01","3.33","AEUP100262","","10809","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","37","SAHARANPUR","","","","","","","",""
"AE","Uttar_Pradesh","17","4","2017","3","0","4","10","PARVESH KUMAR","M","IND","376","SC","237468","317413","SAHARANPUR","GEN","WEST","13","74.81","0.16","yes","120","0.05","3.33","AEUP102072","","10809","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","36","SAHARANPUR","","","","","","","",""
"AE","Uttar_Pradesh","17","4","2017","3","0","4","11","SULEMAN","M","BMUP","256","GEN","237468","317413","SAHARANPUR","GEN","WEST","13","74.81","0.11","yes","36","0.02","3.33","AEUP100264","","1074","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","55","SAHARANPUR","","","","","","","",""
"AE","Uttar_Pradesh","17","4","2017","3","0","4","12","SACHIN KUMAR","M","BHATARSP","220","GEN","237468","317413","SAHARANPUR","GEN","WEST","13","74.81","0.09","yes","65","0.03","3.33","AEUP200572","","2053","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","26","SAHARANPUR","","","","","","","",""
"AE","Uttar_Pradesh","17","4","2017","3","0","4","13","BABLU","M","ASP","155","SC","237468","317413","SAHARANPUR","GEN","WEST","13","74.81","0.07","yes","9","0","3.33","AEUP100266","","9011","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","30","SAHARANPUR","","","","","","","",""
"AE","Uttar_Pradesh","17","4","2017","3","0","4","14","NAUSHAD","M","JANADIP","146","GEN","237468","317413","SAHARANPUR","GEN","WEST","13","74.81","0.06","yes","0","0","3.33","AEUP102076","","4117","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","29","SAHARANPUR","","","","","","","",""
"AE","Uttar_Pradesh","17","5","2017","3","0","4","1","BRIJESH","M","BJP","102244","GEN","234306","327564","DEOBAND","GEN","WEST","8","71.53","43.64","no","29400","12.55","2.86","AEUP100268","","1605","TRUE","1","","","","","","1","FALSE","FALSE","FALSE","44","SAHARANPUR","","","","Graduate","Business","","",""
"AE","Uttar_Pradesh","17","5","2017","3","0","4","2","MAJID ALI","M","BSP","72844","GEN","234306","327564","DEOBAND","GEN","WEST","8","71.53","31.09","no","17459","7.45","2.86","AEUP102078","","16651","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","50","SAHARANPUR","","","","Literate","Business","","Agriculture",""
"AE","Uttar_Pradesh","17","5","2017","3","0","4","3","MAVIA ALI","M","SP","55385","GEN","234306","327564","DEOBAND","GEN","WEST","8","71.53","23.64","no","54253","23.15","2.86","AEUP101966","","7425","TRUE","2","INC","3482","DEOBAND","TRUE","FALSE","1","TRUE","TRUE","TRUE","46","SAHARANPUR","","","","12th Pass","Agriculture","","",""
"AE","Uttar_Pradesh","17","5","2017","3","0","4","4","BHUPESHWAR TYAGI","M","RLD","1132","GEN","234306","327564","DEOBAND","GEN","WEST","8","71.53","0.48","yes","334","0.14","2.86","AEUP102080","","12169","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","62","SAHARANPUR","","","","Graduate","Business","Private Company, Unspecified","Liberal Profession or Professional","Film Director"
"AE","Uttar_Pradesh","17","5","2017","3","0","4","5","None of the Above","","NOTA","798","","234306","327564","DEOBAND","GEN","WEST","8","71.53","0.34","yes","147","0.06","2.86","","","5897","TRUE","","","5897","","","","","","FALSE","FALSE","","SAHARANPUR","","","","","","","",""
"AE","Uttar_Pradesh","17","5","2017","3","0","4","6","DHARMAVIR","M","BMUP","651","SC","234306","327564","DEOBAND","GEN","WEST","8","71.53","0.28","yes","53","0.02","2.86","AEUP102081","","1074","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","62","SAHARANPUR","","","","","","","",""
"AE","Uttar_Pradesh","17","5","2017","3","0","4","7","RAKESH VERMA","M","BHATARSP","598","GEN","234306","327564","DEOBAND","GEN","WEST","8","71.53","0.26","yes","183","0.08","2.86","AEUP100273","","2053","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","37","SAHARANPUR","","","","","","","",""
"AE","Uttar_Pradesh","17","5","2017","3","0","4","8","UMAR NAWAZ","M","IND","415","GEN","234306","327564","DEOBAND","GEN","WEST","8","71.53","0.18","yes","176","0.08","2.86","AEUP102083","","10809","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","40","SAHARANPUR","","","","Graduate","Business","Unspecified","",""
"AE","Uttar_Pradesh","17","5","2017","3","0","4","9","ZAHIR FATMA","F","IND","239","GEN","234306","327564","DEOBAND","GEN","WEST","8","71.53","0.1","yes","0","0","2.86","AEUP100275","","10809","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","42","SAHARANPUR","","","","10th Pass","Other or Unspecified","Household","",""
"AE","Uttar_Pradesh","17","6","2017","3","0","4","1","DEVENDER KUMAR NIM","M","BJP","76465","SC","218831","297983","RAMPUR MANIHARAN","SC","WEST","11","73.44","34.94","no","595","0.27","3.12","AEUP200578","","1605","TRUE","1","","","","","","1","FALSE","FALSE","FALSE","47","SAHARANPUR","","","","Graduate","Business","Contractor","",""
"AE","Uttar_Pradesh","17","6","2017","3","0","4","2","RAVINDRA KUMAR MOLHU","M","BSP","75870","SC","218831","297983","RAMPUR MANIHARAN","SC","WEST","11","73.44","34.67","no","14083","6.44","3.12","AEUP100277","","16651","TRUE","2","BSP","16651","NAGAL","FALSE","TRUE","1","FALSE","FALSE","FALSE","47","SAHARANPUR","","","","10th Pass","Business","","Agriculture",""
"AE","Uttar_Pradesh","17","6","2017","3","0","4","3","VISHVA DAYAL CHHOTAN","M","INC","61787","SC","218831","297983","RAMPUR MANIHARAN","SC","WEST","11","73.44","28.24","no","60931","27.84","3.12","AEUP102087","","3482","TRUE","2","SP","7425","RAMPUR MANIHARAN","TRUE","FALSE","0","TRUE","FALSE","TRUE","36","SAHARANPUR","","","","Graduate","Agriculture","","",""
"AE","Uttar_Pradesh","17","6","2017","3","0","4","4","None of the Above","","NOTA","856","","218831","297983","RAMPUR MANIHARAN","SC","WEST","11","73.44","0.39","yes","160","0.07","3.12","","","5897","TRUE","","","5897","","","","","","FALSE","FALSE","","SAHARANPUR","","","","","","","",""
"AE","Uttar_Pradesh","17","6","2017","3","0","4","5","DAYAWATI CHAUDHRY","F","RLD","696","SC","218831","297983","RAMPUR MANIHARAN","SC","WEST","11","73.44","0.32","yes","7","0","3.12","AEUP102088","","12169","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","64","SAHARANPUR","","","","Graduate Professional","Other or Unspecified","","",""
"AE","Uttar_Pradesh","17","6","2017","3","0","4","6","BIJENDRA","M","IND","689","SC","218831","297983","RAMPUR MANIHARAN","SC","WEST","11","73.44","0.31","yes","110","0.05","3.12","AEUP100280","","10809","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","50","SAHARANPUR","","","","Literate","Other or Unspecified","","",""
"AE","Uttar_Pradesh","17","6","2017","3","0","4","7","REKHA","F","IND","579","SC","218831","297983","RAMPUR MANIHARAN","SC","WEST","11","73.44","0.26","yes","56","0.03","3.12","AEUP102090","","10809","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","38","SAHARANPUR","","","","Post Graduate","Other or Unspecified","Household","",""
"AE","Uttar_Pradesh","17","6","2017","3","0","4","8","ARVIND JHANJHOT","M","RGD","523","SC","218831","297983","RAMPUR MANIHARAN","SC","WEST","11","73.44","0.24","yes","48","0.02","3.12","AEUP100282","","12084","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","41","SAHARANPUR","","","","","","","",""
"AE","Uttar_Pradesh","17","6","2017","3","0","4","9","SURESH KUMAR","M","BMUP","475","SC","218831","297983","RAMPUR MANIHARAN","SC","WEST","11","73.44","0.22","yes","84","0.04","3.12","AEUP102092","","1074","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","39","SAHARANPUR","","","","","","","",""
"AE","Uttar_Pradesh","17","6","2017","3","0","4","10","ANJU BALA","F","BHATARSP","391","SC","218831","297983","RAMPUR MANIHARAN","SC","WEST","11","73.44","0.18","yes","135","0.06","3.12","AEUP100284","","2053","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","32","SAHARANPUR","","","","","","","",""
"AE","Uttar_Pradesh","17","6","2017","3","0","4","11","BABY","F","KSJP","256","SC","218831","297983","RAMPUR MANIHARAN","SC","WEST","11","73.44","0.12","yes","12","0.01","3.12","AEUP102094","","4869","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","40","SAHARANPUR","","","","","","","",""
"AE","Uttar_Pradesh","17","6","2017","3","0","4","12","KM.LATA","F","IVD","244","SC","218831","297983","RAMPUR MANIHARAN","SC","WEST","11","73.44","0.11","yes","0","0","3.12","AEUP100286","","3975","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","35","SAHARANPUR","","","","","","","",""
"AE","Uttar_Pradesh","17","7","2017","3","0","4","1","PRADEEP KUMAR","M","BJP","99446","GEN","257378","357454","GANGOH","GEN","WEST","10","72","38.64","no","38028","14.78","3.7","AEUP102096","","1605","TRUE","1","","","","","","1","FALSE","FALSE","FALSE","46","SAHARANPUR","","","","Post Graduate","Politics","Party Worker","Agriculture",""
"AE","Uttar_Pradesh","17","7","2017","3","0","4","2","NAUMAN MASOOD","M","INC","61418","GEN","257378","357454","GANGOH","GEN","WEST","10","72","23.86","no","14199","5.52","3.7","AEUP100288","","3482","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","47","SAHARANPUR","","","","12th Pass","Labourer or Daily Wage","","Agriculture",""
"AE","Uttar_Pradesh","17","7","2017","3","0","4","3","INDER SAIN","M","SP","47219","GEN","257378","357454","GANGOH","GEN","WEST","10","72","18.35","no","2502","0.97","3.7","AEUP200582","","7425","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","51","SAHARANPUR","","","","Graduate","Agriculture","","",""
"AE","Uttar_Pradesh","17","7","2017","3","0","4","4","MAHIPAL SINGH MAJRA","M","BSP","44717","GEN","257378","357454","GANGOH","GEN","WEST","10","72","17.37","no","43663","16.96","3.7","AEUP100290","","16651","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","66","SAHARANPUR","","","","Others","Agriculture","","",""
"AE","Uttar_Pradesh","17","7","2017","3","0","4","5","RAJNESH CHAUHAN","M","RLD","1054","GEN","257378","357454","GANGOH","GEN","WEST","10","72","0.41","yes","83","0.03","3.7","AEUP102100","","12169","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","59","SAHARANPUR","","","","Post Graduate","Other or Unspecified","","",""
