"Election_Type","State_Name","Assembly_No","Constituency_No","Year","month","Poll_No","DelimID","Position","Candidate","Sex","Party","Votes","Candidate_Type","Valid_Votes","Electors","Constituency_Name","Constituency_Type","Sub_Region","N_Cand","Turnout_Percentage","Vote_Share_Percentage","Deposit_Lost","Margin","Margin_Percentage","ENOP","pid","Party_Type_TCPD","Party_ID","last_poll","Contested","Last_Party","Last_Party_ID","Last_Constituency_Name","Same_Constituency","Same_Party","No_Terms","Turncoat","Incumbent","Recontest","Age","District_Name","PC_Name","PC_No","CandID","MyNeta_education","TCPD_Prof_Main","TCPD_Prof_Main_Desc","TCPD_Prof_Second","TCPD_Prof_Second_Desc"
"AE","Uttar_Pradesh","17","25","2017","3","0","4","10","RAMRAKSHPAL","M","SHS","1086","GEN","253108","355629","KANTH","GEN","ROHILKHAND","14","71.17","0.43","yes","136","0.05","4.55","AEUP100519","","18691","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","52","MORADABAD","","","","","","","",""
"AE","Uttar_Pradesh","17","25","2017","3","0","4","11","MOHAMMAD AMIL","M","NALP","950","GEN","253108","355629","KANTH","GEN","ROHILKHAND","14","71.17","0.38","yes","84","0.03","4.55","AEUP102329","","5625","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","47","MORADABAD","","","","","","","",""
"AE","Uttar_Pradesh","17","25","2017","3","0","4","12","RAFIULLAH KHAN","M","IND","866","GEN","253108","355629","KANTH","GEN","ROHILKHAND","14","71.17","0.34","yes","5","0","4.55","AEUP100521","","10809","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","52","MORADABAD","","","","","","","",""
"AE","Uttar_Pradesh","17","25","2017","3","0","4","13","MADAN LAL SINGH","M","NCP","861","SC","253108","355629","KANTH","GEN","ROHILKHAND","14","71.17","0.34","yes","117","0.05","4.55","AEUP102331","","5792","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","55","MORADABAD","","","","10th Pass","Retired or Pension","","",""
"AE","Uttar_Pradesh","17","25","2017","3","0","4","14","MOHD ISRAR","M","IND","744","GEN","253108","355629","KANTH","GEN","ROHILKHAND","14","71.17","0.29","yes","393","0.16","4.55","AEUP100523","","10809","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","44","MORADABAD","","","","Literate","Social Work","","",""
"AE","Uttar_Pradesh","17","25","2017","3","0","4","15","SATISH KUMAR","M","RACP","351","SC","253108","355629","KANTH","GEN","ROHILKHAND","14","71.17","0.14","yes","0","0","4.55","AEUP200649","","16400","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","31","MORADABAD","","","","","","","",""
"AE","Uttar_Pradesh","17","26","2017","3","0","4","1","NAVAB JAN","M","SP","107865","GEN","256420","347748","THAKURDWARA","GEN","ROHILKHAND","10","73.74","42.07","no","13409","5.23","2.94","AEUP100525","","7425","TRUE","3","SP","7425","THAKURDWARA","TRUE","TRUE","2","FALSE","TRUE","TRUE","58","MORADABAD","","","","8th Pass","Business","","Agriculture",""
"AE","Uttar_Pradesh","17","26","2017","3","0","4","2","RAJPAL SINGH CHAUHAN","M","BJP","94456","GEN","256420","347748","THAKURDWARA","GEN","ROHILKHAND","10","73.74","36.84","no","54635","21.31","2.94","AEUP102335","","1605","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","61","MORADABAD","","","","Post Graduate","Retired or Pension","","",""
"AE","Uttar_Pradesh","17","26","2017","3","0","4","3","VIJAY YADAV","M","BSP","39821","GEN","256420","347748","THAKURDWARA","GEN","ROHILKHAND","10","73.74","15.53","yes","30377","11.85","2.94","AEUP100527","","16651","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","54","MORADABAD","","","","10th Pass","Business","","Agriculture",""
"AE","Uttar_Pradesh","17","26","2017","3","0","4","4","EJAJ AHMAD","M","AIMIM","9444","GEN","256420","347748","THAKURDWARA","GEN","ROHILKHAND","10","73.74","3.68","yes","8348","3.26","2.94","AEUP200651","","706","TRUE","2","RLM","6707","GAINSARI","FALSE","FALSE","0","TRUE","FALSE","TRUE","47","MORADABAD","","","","","","","",""
"AE","Uttar_Pradesh","17","26","2017","3","0","4","5","ATEEQ AHMAD","M","CPM","1096","GEN","256420","347748","THAKURDWARA","GEN","ROHILKHAND","10","73.74","0.43","yes","56","0.02","2.94","AEUP100529","","14635","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","55","MORADABAD","","","","","","","",""
"AE","Uttar_Pradesh","17","26","2017","3","0","4","6","None of the Above","","NOTA","1040","","256420","347748","THAKURDWARA","GEN","ROHILKHAND","10","73.74","0.41","yes","269","0.1","2.94","","","5897","TRUE","","","5897","","","","","","FALSE","FALSE","","MORADABAD","","","","","","","",""
"AE","Uttar_Pradesh","17","26","2017","3","0","4","7","ABID","M","IND","771","GEN","256420","347748","THAKURDWARA","GEN","ROHILKHAND","10","73.74","0.3","yes","173","0.07","2.94","AEUP200065","","10809","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","51","MORADABAD","","","","10th Pass","Business","","",""
"AE","Uttar_Pradesh","17","26","2017","3","0","4","8","HARPAL SINGH","M","RLD","598","GEN","256420","347748","THAKURDWARA","GEN","ROHILKHAND","10","73.74","0.23","yes","93","0.04","2.94","AEUP102340","","12169","TRUE","2","IND","10809","THAKURDWARA","TRUE","FALSE","0","FALSE","FALSE","FALSE","26","MORADABAD","","","","Graduate","Agriculture","","",""
"AE","Uttar_Pradesh","17","26","2017","3","0","4","9","JITENDRA KUMAR SHARMA","M","BSRD","505","GEN","256420","347748","THAKURDWARA","GEN","ROHILKHAND","10","73.74","0.2","yes","1","0","2.94","AEUP200066","","9668","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","46","MORADABAD","","","","","","","",""
"AE","Uttar_Pradesh","17","26","2017","3","0","4","10","SHAMSHAD HUSSAIN","M","IND","504","GEN","256420","347748","THAKURDWARA","GEN","ROHILKHAND","10","73.74","0.2","yes","184","0.07","2.94","AEUP102342","","10809","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","51","MORADABAD","","","","10th Pass","Other or Unspecified","","",""
"AE","Uttar_Pradesh","17","26","2017","3","0","4","11","ATUL KUMAR","M","IND","320","GEN","256420","347748","THAKURDWARA","GEN","ROHILKHAND","10","73.74","0.12","yes","0","0","2.94","AEUP200067","","10809","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","32","MORADABAD","","","","Graduate","Small Business or Self-employed","","",""
"AE","Uttar_Pradesh","17","27","2017","3","0","4","1","HAJI IKRAM QURESHI","M","SP","97916","GEN","221367","356446","MORADABAD RURAL","GEN","ROHILKHAND","17","62.1","44.23","no","28781","13","3.12","AEUP200653","","7425","TRUE","1","","","","","","1","FALSE","FALSE","FALSE","58","MORADABAD","","","","8th Pass","Retired or Pension","","Agriculture",""
"AE","Uttar_Pradesh","17","27","2017","3","0","4","2","HARIOM SHARMA","M","BJP","69135","GEN","221367","356446","MORADABAD RURAL","GEN","ROHILKHAND","17","62.1","31.23","no","45731","20.66","3.12","AEUP200068","","1605","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","44","MORADABAD","","","","12th Pass","Business","","",""
"AE","Uttar_Pradesh","17","27","2017","3","0","4","3","MOHD KAMRANUL HAQ","M","RLD","23404","GEN","221367","356446","MORADABAD RURAL","GEN","ROHILKHAND","17","62.1","10.57","yes","3350","1.51","3.12","AEUP102346","","12169","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","25","MORADABAD","","","","Post Graduate","Other or Unspecified","","",""
"AE","Uttar_Pradesh","17","27","2017","3","0","4","4","PANNALAL URF BABLU SAINI","M","BSP","20054","GEN","221367","356446","MORADABAD RURAL","GEN","ROHILKHAND","17","62.1","9.06","yes","16551","7.48","3.12","AEUP200069","","16651","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","30","MORADABAD","","","","8th Pass","Business","","",""
"AE","Uttar_Pradesh","17","27","2017","3","0","4","5","MOHD ASLAM","M","AIMIM","3503","GEN","221367","356446","MORADABAD RURAL","GEN","ROHILKHAND","17","62.1","1.58","yes","1465","0.66","3.12","AEUP200656","","706","TRUE","2","PECP","5995","MORADABAD RURAL","TRUE","FALSE","0","TRUE","FALSE","TRUE","56","MORADABAD","","","","","","","",""
"AE","Uttar_Pradesh","17","27","2017","3","0","4","6","FAHEEM","M","IND","2038","GEN","221367","356446","MORADABAD RURAL","GEN","ROHILKHAND","17","62.1","0.92","yes","473","0.21","3.12","AEUP200070","","10809","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","39","MORADABAD","","","","Graduate","Business","","Politics","Party Worker"
"AE","Uttar_Pradesh","17","27","2017","3","0","4","7","PRANSHU JOSHI","M","IND","1565","GEN","221367","356446","MORADABAD RURAL","GEN","ROHILKHAND","17","62.1","0.71","yes","794","0.36","3.12","AEUP102350","","10809","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","34","MORADABAD","","","","8th Pass","Other or Unspecified","","",""
"AE","Uttar_Pradesh","17","27","2017","3","0","4","8","BRAHMSWAROOP","M","CPM","771","SC","221367","356446","MORADABAD RURAL","GEN","ROHILKHAND","17","62.1","0.35","yes","132","0.06","3.12","AEUP200071","","14635","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","68","MORADABAD","","","","","","","",""
"AE","Uttar_Pradesh","17","27","2017","3","0","4","9","None of the Above","","NOTA","639","","221367","356446","MORADABAD RURAL","GEN","ROHILKHAND","17","62.1","0.29","yes","276","0.12","3.12","","","5897","TRUE","","","5897","","","","","","FALSE","FALSE","","MORADABAD","","","","","","","",""
"AE","Uttar_Pradesh","17","27","2017","3","0","4","10","PARUL SHARMA","M","IND","363","GEN","221367","356446","MORADABAD RURAL","GEN","ROHILKHAND","17","62.1","0.16","yes","2","0","3.12","AEUP100543","","10809","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","40","MORADABAD","","","","Literate","Other or Unspecified","","",""
"AE","Uttar_Pradesh","17","27","2017","3","0","4","11","NASERUDDIN","M","IND","361","GEN","221367","356446","MORADABAD RURAL","GEN","ROHILKHAND","17","62.1","0.16","yes","14","0.01","3.12","AEUP102353","","10809","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","32","MORADABAD","","","","Literate","Other or Unspecified","","",""
"AE","Uttar_Pradesh","17","27","2017","3","0","4","12","KUSUM","F","IND","347","GEN","221367","356446","MORADABAD RURAL","GEN","ROHILKHAND","17","62.1","0.16","yes","60","0.03","3.12","AEUP100545","","10809","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","42","MORADABAD","","","","Literate","Labourer or Daily Wage","","",""
"AE","Uttar_Pradesh","17","27","2017","3","0","4","13","MOHD NASIR","M","IND","287","GEN","221367","356446","MORADABAD RURAL","GEN","ROHILKHAND","17","62.1","0.13","yes","30","0.01","3.12","AEUP102355","","10809","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","33","MORADABAD","","","","Literate","Business","","",""
"AE","Uttar_Pradesh","17","27","2017","3","0","4","14","RAMPRASAD","M","SHS","257","GEN","221367","356446","MORADABAD RURAL","GEN","ROHILKHAND","17","62.1","0.12","yes","23","0.01","3.12","AEUP100547","","18691","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","39","MORADABAD","","","","","","","",""
"AE","Uttar_Pradesh","17","27","2017","3","0","4","15","VIVEK GUPTA","M","AVIRP","234","GEN","221367","356446","MORADABAD RURAL","GEN","ROHILKHAND","17","62.1","0.11","yes","49","0.02","3.12","AEUP102357","","53","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","43","MORADABAD","","","","","","","",""
"AE","Uttar_Pradesh","17","27","2017","3","0","4","16","MOHD ASLAM URF PASA","M","RPI(A)","185","GEN","221367","356446","MORADABAD RURAL","GEN","ROHILKHAND","17","62.1","0.08","yes","20","0.01","3.12","AEUP100549","","12285","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","47","MORADABAD","","","","","","","",""
"AE","Uttar_Pradesh","17","27","2017","3","0","4","17","DINESH KUMAR","M","BSRD","165","GEN","221367","356446","MORADABAD RURAL","GEN","ROHILKHAND","17","62.1","0.07","yes","22","0.01","3.12","AEUP102359","","9668","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","57","MORADABAD","","","","","","","",""
"AE","Uttar_Pradesh","17","27","2017","3","0","4","18","DINESH KUMAR YADAV","M","RACP","143","GEN","221367","356446","MORADABAD RURAL","GEN","ROHILKHAND","17","62.1","0.06","yes","0","0","3.12","AEUP200072","","16400","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","44","MORADABAD","","","","","","","",""
"AE","Uttar_Pradesh","17","28","2017","3","0","4","1","RITESH KUMAR GUPTA","M","BJP","123467","GEN","276805","470793","MORADABAD","GEN","ROHILKHAND","16","58.8","44.6","no","3193","1.15","2.5","AEUP200073","","1605","TRUE","2","BJP","1605","MORADABAD","TRUE","TRUE","1","FALSE","FALSE","TRUE","44","MORADABAD","","","","12th Pass","Business","","",""
"AE","Uttar_Pradesh","17","28","2017","3","0","4","2","MOHAMMAD YUSUF ANSARI","M","SP","120274","GEN","276805","470793","MORADABAD","GEN","ROHILKHAND","16","58.8","43.45","no","95624","34.55","2.5","AEUP100553","","7425","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","60","MORADABAD","","","","Literate","Business","","",""
"AE","Uttar_Pradesh","17","28","2017","3","0","4","3","ATEEQ AHMED SAIFI","M","BSP","24650","GEN","276805","470793","MORADABAD","GEN","ROHILKHAND","16","58.8","8.91","yes","22628","8.17","2.5","AEUP200659","","16651","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","48","MORADABAD","","","","8th Pass","Business","","",""
"AE","Uttar_Pradesh","17","28","2017","3","0","4","4","B.K SAINI","M","SHS","2022","GEN","276805","470793","MORADABAD","GEN","ROHILKHAND","16","58.8","0.73","yes","987","0.36","2.5","AEUP100555","","18691","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","58","MORADABAD","","","","","","","",""
"AE","Uttar_Pradesh","17","28","2017","3","0","4","5","RAUF","M","RLD","1035","GEN","276805","470793","MORADABAD","GEN","ROHILKHAND","16","58.8","0.37","yes","69","0.02","2.5","AEUP102365","","12169","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","52","MORADABAD","","","","Literate","Labourer or Daily Wage","","",""
"AE","Uttar_Pradesh","17","28","2017","3","0","4","6","GYANENDRA KUMAR","M","IND","966","GEN","276805","470793","MORADABAD","GEN","ROHILKHAND","16","58.8","0.35","yes","19","0.01","2.5","AEUP100557","","10809","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","31","MORADABAD","","","","Graduate Professional","Liberal Profession or Professional","Lawyer","",""
"AE","Uttar_Pradesh","17","28","2017","3","0","4","7","SHAHBUDDIN","M","AIMIM","947","GEN","276805","470793","MORADABAD","GEN","ROHILKHAND","16","58.8","0.34","yes","92","0.03","2.5","AEUP102367","","706","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","37","MORADABAD","","","","","","","",""
"AE","Uttar_Pradesh","17","28","2017","3","0","4","8","None of the Above","","NOTA","855","","276805","470793","MORADABAD","GEN","ROHILKHAND","16","58.8","0.31","yes","222","0.08","2.5","","","5897","TRUE","","","5897","","","","","","FALSE","FALSE","","MORADABAD","","","","","","","",""
"AE","Uttar_Pradesh","17","28","2017","3","0","4","9","ABDUL RAUK","M","PECP","633","GEN","276805","470793","MORADABAD","GEN","ROHILKHAND","16","58.8","0.23","yes","213","0.08","2.5","AEUP200662","","5995","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","52","MORADABAD","","","","","","","",""
"AE","Uttar_Pradesh","17","28","2017","3","0","4","10","HARKISHOR SINGH","M","SUCI","420","GEN","276805","470793","MORADABAD","GEN","ROHILKHAND","16","58.8","0.15","yes","6","0","2.5","AEUP200074","","8082","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","46","MORADABAD","","","","","","","",""
"AE","Uttar_Pradesh","17","28","2017","3","0","4","11","MAMTA GUPTA","F","IND","414","GEN","276805","470793","MORADABAD","GEN","ROHILKHAND","16","58.8","0.15","yes","191","0.07","2.5","AEUP102370","","10809","TRUE","2","RLM","6707","KASGANJ","FALSE","FALSE","0","FALSE","FALSE","TRUE","40","MORADABAD","","","","12th Pass","Other or Unspecified","","",""
"AE","Uttar_Pradesh","17","28","2017","3","0","4","12","RISHI BHARDWAJ","M","IND","223","GEN","276805","470793","MORADABAD","GEN","ROHILKHAND","16","58.8","0.08","yes","11","0","2.5","AEUP200075","","10809","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","33","MORADABAD","","","","Graduate","Business","","",""
"AE","Uttar_Pradesh","17","28","2017","3","0","4","13","VINAY PRAKESH","M","NINSHAD","212","GEN","276805","470793","MORADABAD","GEN","ROHILKHAND","16","58.8","0.08","yes","1","0","2.5","AEUP200664","","5873","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","30","MORADABAD","","","","","","","",""
"AE","Uttar_Pradesh","17","28","2017","3","0","4","14","DRESPAL SINGH","M","RAC","211","GEN","276805","470793","MORADABAD","GEN","ROHILKHAND","16","58.8","0.08","yes","6","0","2.5","AEUP200076","","16399","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","28","MORADABAD","","","","","","","",""
"AE","Uttar_Pradesh","17","28","2017","3","0","4","15","RAJEEV KUMAR DUBEY","M","AVIRP","205","GEN","276805","470793","MORADABAD","GEN","ROHILKHAND","16","58.8","0.07","yes","60","0.02","2.5","AEUP102374","","53","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","52","MORADABAD","","","","","","","",""
"AE","Uttar_Pradesh","17","28","2017","3","0","4","16","VIJETA GUPTA","F","RMEP","145","GEN","276805","470793","MORADABAD","GEN","ROHILKHAND","16","58.8","0.05","yes","19","0.01","2.5","AEUP200077","","6747","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","32","MORADABAD","","","","","","","",""
"AE","Uttar_Pradesh","17","28","2017","3","0","4","17","RADHEY SHYAM","M","RACP","126","GEN","276805","470793","MORADABAD","GEN","ROHILKHAND","16","58.8","0.05","yes","0","0","2.5","AEUP102376","","16400","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","32","MORADABAD","","","","","","","",""
"AE","Uttar_Pradesh","17","29","2017","3","0","4","1","MOHAMMAD RIZWAN","M","SP","110561","GEN","264330","370262","KUNDARKI","GEN","ROHILKHAND","14","71.39","41.83","no","10821","4.09","3.03","AEUP200078","","7425","TRUE","1","","","","","","1","FALSE","FALSE","FALSE","66","MORADABAD","","","","Graduate","Agriculture","","",""
"AE","Uttar_Pradesh","17","29","2017","3","0","4","2","RAMVEER SINGH","M","BJP","99740","GEN","264330","370262","KUNDARKI","GEN","ROHILKHAND","14","71.39","37.73","no","63669","24.09","3.03","AEUP102378","","1605","TRUE","2","BJP","1605","MORADABAD RURAL","FALSE","TRUE","0","FALSE","FALSE","FALSE","46","MORADABAD","","","","Post Graduate","Agriculture","","",""
"AE","Uttar_Pradesh","17","29","2017","3","0","4","3","AKBAR HUSAIN","M","BSP","36071","GEN","264330","370262","KUNDARKI","GEN","ROHILKHAND","14","71.39","13.65","yes","29046","10.99","3.03","AEUP100570","","16651","TRUE","8","BSP","16651","KUNDERKI","FALSE","TRUE","4","FALSE","FALSE","FALSE","72","MORADABAD","","","","10th Pass","Agriculture","","",""
"AE","Uttar_Pradesh","17","29","2017","3","0","4","4","ISRAR HUSAIN","M","AIMIM","7025","GEN","264330","370262","KUNDARKI","GEN","ROHILKHAND","14","71.39","2.66","yes","2947","1.11","3.03","AEUP102380","","706","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","35","MORADABAD","","","","","","","",""
"AE","Uttar_Pradesh","17","29","2017","3","0","4","5","MOHAMMAD NABI","M","RLD","4078","GEN","264330","370262","KUNDARKI","GEN","ROHILKHAND","14","71.39","1.54","yes","2500","0.95","3.03","AEUP200080","","12169","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","40","MORADABAD","","","","10th Pass","Other or Unspecified","","",""
"AE","Uttar_Pradesh","17","29","2017","3","0","4","6","MOHD. ZAKI","M","IND","1578","GEN","264330","370262","KUNDARKI","GEN","ROHILKHAND","14","71.39","0.6","yes","236","0.09","3.03","AEUP102382","","10809","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","30","MORADABAD","","","","","","","",""
"AE","Uttar_Pradesh","17","29","2017","3","0","4","7","PAPPU SINGH","M","IND","1342","GEN","264330","370262","KUNDARKI","GEN","ROHILKHAND","14","71.39","0.51","yes","172","0.07","3.03","AEUP100574","","10809","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","26","MORADABAD","","","","Post Graduate","Education","School Teacher","",""
"AE","Uttar_Pradesh","17","29","2017","3","0","4","8","None of the Above","","NOTA","1170","","264330","370262","KUNDARKI","GEN","ROHILKHAND","14","71.39","0.44","yes","249","0.09","3.03","","","5897","TRUE","","","5897","","","","","","FALSE","FALSE","","MORADABAD","","","","","","","",""
"AE","Uttar_Pradesh","17","29","2017","3","0","4","9","RAMJANI","M","PECP","921","GEN","264330","370262","KUNDARKI","GEN","ROHILKHAND","14","71.39","0.35","yes","417","0.16","3.03","AEUP100575","","5995","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","43","MORADABAD","","","","","","","",""
"AE","Uttar_Pradesh","17","29","2017","3","0","4","10","MOHD. RAIS","M","IND","504","GEN","264330","370262","KUNDARKI","GEN","ROHILKHAND","14","71.39","0.19","yes","47","0.02","3.03","AEUP102385","","10809","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","48","MORADABAD","","","","","","","",""
"AE","Uttar_Pradesh","17","29","2017","3","0","4","11","UVAIS","M","IND","457","GEN","264330","370262","KUNDARKI","GEN","ROHILKHAND","14","71.39","0.17","yes","179","0.07","3.03","AEUP100577","","10809","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","40","MORADABAD","","","","","","","",""
"AE","Uttar_Pradesh","17","29","2017","3","0","4","12","FAYYAZUL HUSAIN","M","BBPP","278","GEN","264330","370262","KUNDARKI","GEN","ROHILKHAND","14","71.39","0.11","yes","32","0.01","3.03","AEUP102387","","1357","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","56","MORADABAD","","","","","","","",""
"AE","Uttar_Pradesh","17","29","2017","3","0","4","13","SANTU URF SANTOSH KUMAR","M","BSRD","246","GEN","264330","370262","KUNDARKI","GEN","ROHILKHAND","14","71.39","0.09","yes","55","0.02","3.03","AEUP100579","","9668","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","30","MORADABAD","","","","","","","",""
"AE","Uttar_Pradesh","17","29","2017","3","0","4","14","IRFAN ALI","M","IND","191","GEN","264330","370262","KUNDARKI","GEN","ROHILKHAND","14","71.39","0.07","yes","23","0.01","3.03","AEUP102389","","10809","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","39","MORADABAD","","","","8th Pass","Other or Unspecified","","",""
"AE","Uttar_Pradesh","17","29","2017","3","0","4","15","RAJENDRA","M","JASD","168","GEN","264330","370262","KUNDARKI","GEN","ROHILKHAND","14","71.39","0.06","yes","0","0","3.03","AEUP200081","","4175","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","38","MORADABAD","","","","","","","",""
"AE","Uttar_Pradesh","17","30","2017","3","0","4","1","MOHD. FAEEM","M","SP","85682","GEN","229116","343937","BILARI","GEN","ROHILKHAND","13","66.62","37.4","no","13441","5.87","3.23","AEUP102391","","7425","TRUE","1","","","","","","1","FALSE","FALSE","FALSE","38","MORADABAD","","","","Graduate Professional","Agriculture","","",""
"AE","Uttar_Pradesh","17","30","2017","3","0","4","2","SURESH SAINI","M","BJP","72241","GEN","229116","343937","BILARI","GEN","ROHILKHAND","13","66.62","31.53","no","11265","4.92","3.23","AEUP200082","","1605","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","57","MORADABAD","","","","12th Pass","Business","","Agriculture",""
"AE","Uttar_Pradesh","17","30","2017","3","0","4","3","RISHIPAL SINGH","M","BSP","60976","GEN","229116","343937","BILARI","GEN","ROHILKHAND","13","66.62","26.61","no","58310","25.45","3.23","AEUP102393","","16651","TRUE","4","BSP","16651","GUNNAUR","FALSE","TRUE","0","FALSE","FALSE","FALSE","50","MORADABAD","","","","Graduate","Business","Petrol Pumps","",""
"AE","Uttar_Pradesh","17","30","2017","3","0","4","4","ARIF HUSAIN","M","PECP","2666","GEN","229116","343937","BILARI","GEN","ROHILKHAND","13","66.62","1.16","yes","173","0.08","3.23","AEUP200083","","5995","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","40","MORADABAD","","","","","","","",""
"AE","Uttar_Pradesh","17","30","2017","3","0","4","5","ANIL CHAUDHARY","M","RLD","2493","GEN","229116","343937","BILARI","GEN","ROHILKHAND","13","66.62","1.09","yes","1215","0.53","3.23","AEUP200677","","12169","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","48","MORADABAD","","","","12th Pass","Agriculture","","",""
"AE","Uttar_Pradesh","17","30","2017","3","0","4","6","YOGENDRA SINGH","M","IND","1278","GEN","229116","343937","BILARI","GEN","ROHILKHAND","13","66.62","0.56","yes","155","0.07","3.23","AEUP200084","","10809","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","42","MORADABAD","","","","Post Graduate","Agriculture","","",""
"AE","Uttar_Pradesh","17","30","2017","3","0","4","7","None of the Above","","NOTA","1123","","229116","343937","BILARI","GEN","ROHILKHAND","13","66.62","0.49","yes","333","0.15","3.23","","","5897","TRUE","","","5897","","","","","","FALSE","FALSE","","MORADABAD","","","","","","","",""
"AE","Uttar_Pradesh","17","30","2017","3","0","4","8","RATANPAL","M","IND","790","GEN","229116","343937","BILARI","GEN","ROHILKHAND","13","66.62","0.34","yes","86","0.04","3.23","AEUP100588","","10809","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","57","MORADABAD","","","","10th Pass","Retired or Pension","","",""
"AE","Uttar_Pradesh","17","30","2017","3","0","4","9","WASEEM AHMAD","M","IND","704","GEN","229116","343937","BILARI","GEN","ROHILKHAND","13","66.62","0.31","yes","398","0.17","3.23","AEUP102398","","10809","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","40","MORADABAD","","","","Graduate Professional","Agriculture","","",""
"AE","Uttar_Pradesh","17","30","2017","3","0","4","10","MOHD MOHSIN KAMAL","M","IND","306","GEN","229116","343937","BILARI","GEN","ROHILKHAND","13","66.62","0.13","yes","37","0.02","3.23","AEUP100590","","10809","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","31","MORADABAD","","","","Graduate Professional","Agriculture","","",""
"AE","Uttar_Pradesh","17","30","2017","3","0","4","11","HARI SINGH","M","BSRD","269","GEN","229116","343937","BILARI","GEN","ROHILKHAND","13","66.62","0.12","yes","49","0.02","3.23","AEUP102400","","9668","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","48","MORADABAD","","","","","","","",""
"AE","Uttar_Pradesh","17","30","2017","3","0","4","12","DINESH SHARMA","M","IND","220","GEN","229116","343937","BILARI","GEN","ROHILKHAND","13","66.62","0.1","yes","2","0","3.23","AEUP100592","","10809","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","44","MORADABAD","","","","8th Pass","Small Business or Self-employed","","",""
"AE","Uttar_Pradesh","17","30","2017","3","0","4","13","VIJAY SINGH","M","BMF","218","GEN","229116","343937","BILARI","GEN","ROHILKHAND","13","66.62","0.1","yes","68","0.03","3.23","AEUP102402","","9424","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","35","MORADABAD","","","","","","","",""
"AE","Uttar_Pradesh","17","30","2017","3","0","4","14","ANANDI","M","IND","150","GEN","229116","343937","BILARI","GEN","ROHILKHAND","13","66.62","0.07","yes","0","0","3.23","AEUP100594","","10809","TRUE","1","","","","","","0","FALSE","FALSE","FALSE","50","MORADABAD","","","","12th Pass","Agriculture","","",""
